site,name,calm_id,country,area,lat,lon,year,alt_cm,wc_elev,wc_bio1,wc_bio4,wc_bio7,wc_bio12,y,x,ym,tdd,fdd,sqrt_tdd,thaw_months,summer_t,winter_prec,continentality
C14 A,Willowlake River,173.0,Canada,,62.6967,-123.065,2003,86.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.465908118654584,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 A,Willowlake River,173.0,Canada,,62.6967,-123.065,2004,80.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.394449154672438,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 A,Willowlake River,173.0,Canada,,62.6967,-123.065,2005,82.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.418840607796597,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 A,Willowlake River,173.0,Canada,,62.6967,-123.065,2006,89.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.499809670330265,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 A,Willowlake River,173.0,Canada,,62.6967,-123.065,2007,88.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.48863636973214,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 A,Willowlake River,173.0,Canada,,62.6967,-123.065,2010,90.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.51085950651685,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 A,Willowlake River,173.0,Canada,,62.6967,-123.065,2012,91.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.5217885770490405,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 A,Willowlake River,173.0,Canada,,62.6967,-123.065,2014,89.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.499809670330265,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 A,Willowlake River,173.0,Canada,,62.6967,-123.065,2016,91.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.5217885770490405,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 A,Willowlake River,173.0,Canada,,62.6967,-123.065,2018,102.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.634728988229636,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 B,Willowlake River,34.0,Canada,,62.6967,-123.065,2001,74.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.31748811353631,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 B,Willowlake River,34.0,Canada,,62.6967,-123.065,2002,78.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.3694478524670215,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 B,Willowlake River,34.0,Canada,,62.6967,-123.065,2003,72.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.290459441148391,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 B,Willowlake River,34.0,Canada,,62.6967,-123.065,2004,73.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.304065093204169,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 B,Willowlake River,34.0,Canada,,62.6967,-123.065,2005,78.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.3694478524670215,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 B,Willowlake River,34.0,Canada,,62.6967,-123.065,2006,88.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.48863636973214,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 B,Willowlake River,34.0,Canada,,62.6967,-123.065,2007,87.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.477336814478206,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 B,Willowlake River,34.0,Canada,,62.6967,-123.065,2008,88.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.48863636973214,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 B,Willowlake River,34.0,Canada,,62.6967,-123.065,2009,84.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.442651256490317,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 B,Willowlake River,34.0,Canada,,62.6967,-123.065,2011,87.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.477336814478206,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C14 B,Willowlake River,34.0,Canada,,62.6967,-123.065,2013,83.0,213.0,-4.4506354,1628.5159,54.33575,367.0,4.430816798843313,-2947577.0649335864,-623032.6878595793,2386.650267481177,4011.132188481177,48.853354720849794,5.361842105263158,22.7172396,203.10684931506847,3.336519260480093
C15 A,Fort Simpson,174.0,Canada,,61.8878,-121.6017,1993,95.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.564348191467836,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 A,Fort Simpson,174.0,Canada,,61.8878,-121.6017,1994,106.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.672828834461906,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 A,Fort Simpson,174.0,Canada,,61.8878,-121.6017,1995,123.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.820281565605037,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,1999,76.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.343805421853684,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2000,85.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.454347296253507,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2001,84.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.442651256490317,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2002,82.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.418840607796597,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2003,76.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.343805421853684,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2004,77.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.356708826689592,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2005,91.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.5217885770490405,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2006,93.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.543294782270004,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2007,99.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.605170185988091,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2008,98.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.59511985013459,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2009,88.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.48863636973214,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2011,104.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.653960350157523,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2013,96.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.574710978503383,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C15 B,Fort Simpson,35.0,Canada,,61.8878,-121.6017,2015,101.0,147.0,-2.8369377,1541.2773,52.5615,400.0,4.624972813284271,-3020930.3856021226,-719592.4143706168,2553.45426617222,3588.93652667222,50.531715448540034,5.592105263157895,23.4438123,213.6986301369863,3.410255674935609
C16,"""Lake Hazen; Ellesmere Island   """,180.0,Canada,,81.4007,-71.3833,1994,47.0,572.0,-17.26024,1371.8477,42.739998,132.0,3.8712010109078907,-414699.23807191907,-836017.948685761,199.3795540540794,6499.36715405408,14.120182507817646,2.4013157894736845,4.109759,105.60000000000001,3.115505816315775
C16,"""Lake Hazen; Ellesmere Island   """,180.0,Canada,,81.4007,-71.3833,1995,51.0,572.0,-17.26024,1371.8477,42.739998,132.0,3.951243718581427,-414699.23807191907,-836017.948685761,199.3795540540794,6499.36715405408,14.120182507817646,2.4013157894736845,4.109759,105.60000000000001,3.115505816315775
C16,"""Lake Hazen; Ellesmere Island   """,180.0,Canada,,81.4007,-71.3833,1996,47.0,572.0,-17.26024,1371.8477,42.739998,132.0,3.8712010109078907,-414699.23807191907,-836017.948685761,199.3795540540794,6499.36715405408,14.120182507817646,2.4013157894736845,4.109759,105.60000000000001,3.115505816315775
C16,"""Lake Hazen; Ellesmere Island   """,180.0,Canada,,81.4007,-71.3833,1997,46.0,572.0,-17.26024,1371.8477,42.739998,132.0,3.8501476017100584,-414699.23807191907,-836017.948685761,199.3795540540794,6499.36715405408,14.120182507817646,2.4013157894736845,4.109759,105.60000000000001,3.115505816315775
C16,"""Lake Hazen; Ellesmere Island   """,180.0,Canada,,81.4007,-71.3833,1998,52.0,572.0,-17.26024,1371.8477,42.739998,132.0,3.9702919135521215,-414699.23807191907,-836017.948685761,199.3795540540794,6499.36715405408,14.120182507817646,2.4013157894736845,4.109759,105.60000000000001,3.115505816315775
C16,"""Lake Hazen; Ellesmere Island   """,180.0,Canada,,81.4007,-71.3833,1999,43.0,572.0,-17.26024,1371.8477,42.739998,132.0,3.784189633918261,-414699.23807191907,-836017.948685761,199.3795540540794,6499.36715405408,14.120182507817646,2.4013157894736845,4.109759,105.60000000000001,3.115505816315775
C17,Sheldrake River,181.0,Canada,,56.6333,-76.1,1990,121.0,188.0,-3.9992082,1288.1716,41.51675,583.0,4.804021044733257,-1919509.9765243437,-3182008.051767151,1726.82198586715,3186.5329788671506,41.55504765810226,5.2631578947368425,16.759166800000003,327.43835616438355,3.2229205159529593
C17,Sheldrake River,181.0,Canada,,56.6333,-76.1,1991,134.0,188.0,-3.9992082,1288.1716,41.51675,583.0,4.90527477843843,-1919509.9765243437,-3182008.051767151,1726.82198586715,3186.5329788671506,41.55504765810226,5.2631578947368425,16.759166800000003,327.43835616438355,3.2229205159529593
C17,Sheldrake River,181.0,Canada,,56.6333,-76.1,1992,107.0,188.0,-3.9992082,1288.1716,41.51675,583.0,4.68213122712422,-1919509.9765243437,-3182008.051767151,1726.82198586715,3186.5329788671506,41.55504765810226,5.2631578947368425,16.759166800000003,327.43835616438355,3.2229205159529593
C17,Sheldrake River,181.0,Canada,,56.6333,-76.1,1993,131.0,188.0,-3.9992082,1288.1716,41.51675,583.0,4.882801922586371,-1919509.9765243437,-3182008.051767151,1726.82198586715,3186.5329788671506,41.55504765810226,5.2631578947368425,16.759166800000003,327.43835616438355,3.2229205159529593
C17,Sheldrake River,181.0,Canada,,56.6333,-76.1,1994,134.0,188.0,-3.9992082,1288.1716,41.51675,583.0,4.90527477843843,-1919509.9765243437,-3182008.051767151,1726.82198586715,3186.5329788671506,41.55504765810226,5.2631578947368425,16.759166800000003,327.43835616438355,3.2229205159529593
C17,Sheldrake River,181.0,Canada,,56.6333,-76.1,1996,154.0,188.0,-3.9992082,1288.1716,41.51675,583.0,5.043425116919247,-1919509.9765243437,-3182008.051767151,1726.82198586715,3186.5329788671506,41.55504765810226,5.2631578947368425,16.759166800000003,327.43835616438355,3.2229205159529593
C17,Sheldrake River,181.0,Canada,,56.6333,-76.1,1997,157.0,188.0,-3.9992082,1288.1716,41.51675,583.0,5.062595033026967,-1919509.9765243437,-3182008.051767151,1726.82198586715,3186.5329788671506,41.55504765810226,5.2631578947368425,16.759166800000003,327.43835616438355,3.2229205159529593
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,1999,57.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.060443010546419,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2000,54.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.007333185232471,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2001,57.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.060443010546419,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2002,56.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.04305126783455,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2003,59.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.0943445622221,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2004,58.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.07753744390572,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2005,59.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.0943445622221,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2006,60.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.110873864173311,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2007,59.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.0943445622221,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2008,56.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.04305126783455,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2009,61.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.127134385045092,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2010,58.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.07753744390572,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2011,66.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.204692619390966,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2012,66.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.204692619390966,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2013,58.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.07753744390572,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2014,56.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.04305126783455,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2015,63.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.1588830833596715,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2016,67.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.219507705176107,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2017,62.0,232.0,-17.044552,1454.5172,43.26098,123.0,4.143134726391533,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C18,"""Tanquary Fiord; Ellesmere Island   """,182.0,Canada,,81.4007,-76.7094,2018,50.0,232.0,-17.044552,1454.5172,43.26098,123.0,3.9318256327243257,-490511.4461270855,-793914.3466397952,233.8444993241193,6455.10597932412,15.291974997498501,2.5328947368421053,4.585938000000002,97.05205479452054,2.9742499453255045
C19,"""Eureka; Ellesmere Island   """,183.0,Canada,,80.0167,-85.75,1997,52.0,252.0,-19.572813,1718.9346,52.02975,146.0,3.9702919135521215,-707655.5181794639,-821274.656650231,355.67326538205634,7499.750010382057,18.859301826474287,2.763157894736842,6.442062,112.39999999999999,3.026860182646845
C19,"""Eureka; Ellesmere Island   """,183.0,Canada,,80.0167,-85.75,1998,53.0,252.0,-19.572813,1718.9346,52.02975,146.0,3.988984046564274,-707655.5181794639,-821274.656650231,355.67326538205634,7499.750010382057,18.859301826474287,2.763157894736842,6.442062,112.39999999999999,3.026860182646845
C19,"""Eureka; Ellesmere Island   """,183.0,Canada,,80.0167,-85.75,2000,49.0,252.0,-19.572813,1718.9346,52.02975,146.0,3.912023005428146,-707655.5181794639,-821274.656650231,355.67326538205634,7499.750010382057,18.859301826474287,2.763157894736842,6.442062,112.39999999999999,3.026860182646845
C20,Baker Lake,184.0,Canada,,64.2,-95.5,1997,120.0,2.0,-11.6788025,1554.0864,48.11975,255.0,4.795790545596741,-2192292.9015065925,-1807186.8070812956,1000.2608599058619,5263.023772405861,31.62690088999967,4.078947368421053,12.381072500000002,168.36986301369862,3.0963366582233363
C20,Baker Lake,184.0,Canada,,64.2,-95.5,1998,170.0,2.0,-11.6788025,1554.0864,48.11975,255.0,5.141663556502659,-2192292.9015065925,-1807186.8070812956,1000.2608599058619,5263.023772405861,31.62690088999967,4.078947368421053,12.381072500000002,168.36986301369862,3.0963366582233363
C20,Baker Lake,184.0,Canada,,64.2,-95.5,1999,174.0,2.0,-11.6788025,1554.0864,48.11975,255.0,5.164785973923514,-2192292.9015065925,-1807186.8070812956,1000.2608599058619,5263.023772405861,31.62690088999967,4.078947368421053,12.381072500000002,168.36986301369862,3.0963366582233363
C20,Baker Lake,184.0,Canada,,64.2,-95.5,2000,189.0,2.0,-11.6788025,1554.0864,48.11975,255.0,5.247024072160486,-2192292.9015065925,-1807186.8070812956,1000.2608599058619,5263.023772405861,31.62690088999967,4.078947368421053,12.381072500000002,168.36986301369862,3.0963366582233363
C20,Baker Lake,184.0,Canada,,64.2,-95.5,2001,193.0,2.0,-11.6788025,1554.0864,48.11975,255.0,5.267858159063328,-2192292.9015065925,-1807186.8070812956,1000.2608599058619,5263.023772405861,31.62690088999967,4.078947368421053,12.381072500000002,168.36986301369862,3.0963366582233363
C20,Baker Lake,184.0,Canada,,64.2,-95.5,2004,178.0,2.0,-11.6788025,1554.0864,48.11975,255.0,5.187385805840755,-2192292.9015065925,-1807186.8070812956,1000.2608599058619,5263.023772405861,31.62690088999967,4.078947368421053,12.381072500000002,168.36986301369862,3.0963366582233363
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,1990,336.0,1879.0,-0.6065105,818.40485,33.3015,751.0,5.820082930352362,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,1991,352.0,1879.0,-0.6065105,818.40485,33.3015,751.0,5.8664680569332965,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,1992,362.0,1879.0,-0.6065105,818.40485,33.3015,751.0,5.8944028342648505,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,1993,220.0,1879.0,-0.6065105,818.40485,33.3015,751.0,5.3981627015177525,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,1994,354.0,1879.0,-0.6065105,818.40485,33.3015,751.0,5.872117789475416,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,1995,272.0,1879.0,-0.6065105,818.40485,33.3015,751.0,5.60947179518496,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,1996,240.0,1879.0,-0.6065105,818.40485,33.3015,751.0,5.484796933490655,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,1997,192.0,1879.0,-0.6065105,818.40485,33.3015,751.0,5.262690188904886,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,1999,342.0,1879.0,-0.6065105,818.40485,33.3015,751.0,5.8377304471659395,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,2000,96.0,1879.0,-0.6065105,818.40485,33.3015,751.0,4.574710978503383,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,2001,152.0,1879.0,-0.6065105,818.40485,33.3015,751.0,5.030437921392435,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
C21,Marmot Mountain,185.0,Canada,,52.8,-118.1167,2002,84.0,1879.0,-0.6065105,818.40485,33.3015,751.0,4.442651256490317,-3992038.0585115952,-1211603.04390103,1825.132110946664,2046.5084434466635,42.721564940281205,5.855263157894737,16.0442395,384.758904109589,4.069073629136774
